"","labeled_distinct_regions","name_with_luxury","room_type","minimum_nights","number_of_reviews","reviews_per_month","availability_per_day"
"35364",2,0,"Private room",3,5,0.56,0
"35365",3,0,"Private room",1,5,0.48,0.227397260273973
"35366",3,0,"Private room",30,5,0.47,0
"35367",2,0,"Entire home/apt",2,8,0.76,0.126027397260274
"35368",2,0,"Private room",31,1,0.11,0.0958904109589041
"35369",3,0,"Private room",2,24,2.39,0.326027397260274
"35370",2,0,"Entire home/apt",3,33,3.2,0.66027397260274
"35371",3,0,"Entire home/apt",30,1,0.11,0.997260273972603
"35372",3,0,"Entire home/apt",30,3,0.32,0.583561643835616
"35373",2,0,"Entire home/apt",4,9,0.89,0
"35374",2,0,"Private room",27,4,0.44,0.421917808219178
"35375",4,0,"Private room",1,12,1.28,0
"35376",2,0,"Entire home/apt",7,1,0.1,0.446575342465753
"35377",3,0,"Entire home/apt",5,1,0.12,0
"35378",2,0,"Private room",2,13,1.19,0.904109589041096
"35379",3,0,"Entire home/apt",2,0,0,0
"35380",3,0,"Entire home/apt",3,27,2.53,0.350684931506849
"35381",3,0,"Entire home/apt",15,1,0.1,0.0136986301369863
"35382",2,0,"Private room",5,8,0.74,0.484931506849315
"35383",3,0,"Entire home/apt",3,7,0.74,0
"35384",5,0,"Private room",2,1,0.12,0
"35385",3,0,"Entire home/apt",3,4,0.41,0
"35386",3,0,"Entire home/apt",3,0,0,0
"35387",3,0,"Private room",1,3,0.28,0.246575342465753
"35388",3,0,"Entire home/apt",2,53,4.86,0.410958904109589
"35389",3,0,"Private room",1,8,0.75,0
"35390",2,0,"Private room",1,64,5.87,0.408219178082192
"35391",2,0,"Entire home/apt",2,1,0.16,0.073972602739726
"35392",3,0,"Entire home/apt",2,3,0.31,0
"35393",4,0,"Entire home/apt",2,59,5.5,0.347945205479452
"35394",4,0,"Private room",29,0,0,0.112328767123288
"35395",2,0,"Private room",1,2,0.21,0.342465753424658
"35396",2,0,"Entire home/apt",2,13,1.32,0.00821917808219178
"35397",2,0,"Private room",1,4,0.39,0.342465753424658
"35398",3,0,"Private room",5,14,1.37,0.0328767123287671
"35399",3,0,"Entire home/apt",4,5,0.48,0
"35400",2,0,"Entire home/apt",4,2,0.23,0.010958904109589
"35401",3,0,"Entire home/apt",7,8,0.79,0.794520547945205
"35402",2,0,"Shared room",7,0,0,0.0575342465753425
"35403",2,0,"Shared room",1,9,0.82,1
"35404",4,0,"Entire home/apt",2,6,0.54,0
"35405",3,0,"Private room",1,35,3.3,1
"35406",2,0,"Entire home/apt",1,11,1.05,0.717808219178082
"35407",3,0,"Entire home/apt",5,10,0.92,0.484931506849315
"35408",3,0,"Entire home/apt",105,1,0.14,0.90958904109589
"35409",3,0,"Entire home/apt",6,0,0,0
"35410",3,0,"Entire home/apt",4,3,0.28,0
"35411",3,0,"Private room",1,26,2.36,1
"35412",2,0,"Private room",4,0,0,0.0219178082191781
"35413",4,0,"Private room",1,6,0.58,0.457534246575342
"35414",3,0,"Entire home/apt",3,10,0.97,0
"35415",4,0,"Private room",1,65,6.11,0.380821917808219
"35416",3,0,"Entire home/apt",1,42,4,0.00547945205479452
"35417",2,0,"Private room",2,34,3.29,0.0246575342465753
"35418",2,0,"Private room",5,8,0.79,0.49041095890411
"35419",4,0,"Private room",2,0,0,0.0958904109589041
"35420",2,0,"Entire home/apt",3,0,0,0
"35421",2,0,"Private room",30,0,0,0.586301369863014
"35422",3,0,"Entire home/apt",3,2,0.19,0
"35423",4,0,"Entire home/apt",3,16,1.51,0.336986301369863
"35424",2,0,"Entire home/apt",3,55,5.11,0.101369863013699
"35425",3,0,"Private room",3,14,1.28,0
"35426",3,0,"Entire home/apt",20,1,0.09,0.934246575342466
"35427",3,0,"Entire home/apt",5,59,5.82,0.158904109589041
"35428",2,0,"Entire home/apt",4,12,1.25,0.320547945205479
"35429",4,0,"Private room",1,21,1.9,0.991780821917808
"35430",2,0,"Shared room",3,8,0.77,0.241095890410959
"35431",2,0,"Shared room",3,2,0.32,0.136986301369863
"35432",4,0,"Entire home/apt",1,20,1.92,0.402739726027397
"35433",2,0,"Entire home/apt",3,22,1.98,0.268493150684932
"35434",3,0,"Entire home/apt",4,7,0.69,0
"35435",3,0,"Entire home/apt",4,3,0.27,0
"35436",3,0,"Private room",3,22,2.1,0.0273972602739726
"35437",3,0,"Entire home/apt",4,2,0.25,0
"35438",3,0,"Entire home/apt",3,5,0.52,0.493150684931507
"35439",2,0,"Entire home/apt",4,1,0.13,0
"35440",4,0,"Entire home/apt",2,0,0,0.589041095890411
"35441",2,0,"Entire home/apt",4,7,0.65,0
"35442",2,0,"Private room",2,9,0.83,0.361643835616438
"35443",4,0,"Entire home/apt",1,5,0.52,0
"35444",3,0,"Entire home/apt",1,0,0,1
"35445",2,0,"Entire home/apt",1,5,0.63,0
"35446",2,0,"Entire home/apt",1,10,0.94,0.0547945205479452
"35447",3,0,"Entire home/apt",1,0,0,0.254794520547945
"35448",2,0,"Private room",2,26,2.39,0
"35449",4,0,"Private room",2,11,1.05,0.871232876712329
"35450",3,0,"Entire home/apt",5,1,0.14,0.0328767123287671
"35451",3,0,"Entire home/apt",4,9,1.04,0.243835616438356
"35452",3,0,"Entire home/apt",2,19,1.76,0.0493150684931507
"35453",4,0,"Private room",1,0,0,0.994520547945206
"35454",2,0,"Entire home/apt",4,6,0.58,0.00273972602739726
"35455",2,0,"Entire home/apt",2,14,1.28,0.684931506849315
"35456",2,0,"Entire home/apt",2,97,8.87,0.0191780821917808
"35457",4,0,"Entire home/apt",1,0,0,0.246575342465753
"35458",1,0,"Private room",1,0,0,0.734246575342466
"35459",4,0,"Entire home/apt",2,37,3.58,0
"35460",3,0,"Private room",7,49,4.55,0.0602739726027397
"35461",2,0,"Private room",2,41,3.73,0.980821917808219
"35462",2,0,"Private room",2,27,2.47,0.947945205479452
"35463",2,0,"Private room",2,27,2.46,0.961643835616438
"35464",2,0,"Private room",2,3,0.28,0.0767123287671233
"35465",2,0,"Entire home/apt",1,2,1.58,0.347945205479452
"35466",2,0,"Private room",2,25,2.31,0.898630136986301
"35467",2,0,"Private room",2,24,2.32,0.950684931506849
"35468",2,0,"Entire home/apt",2,0,0,0
"35469",2,0,"Entire home/apt",5,5,1.17,0.186301369863014
"35470",3,0,"Private room",4,13,1.23,0.471232876712329
"35471",2,0,"Private room",3,5,0.46,0
"35472",2,0,"Private room",4,1,0.1,0
"35473",3,0,"Entire home/apt",2,31,3.24,0.652054794520548
"35474",3,0,"Private room",2,10,0.91,0
"35475",2,0,"Private room",3,5,0.48,0.0164383561643836
"35476",3,0,"Entire home/apt",5,1,0.11,0.243835616438356
"35477",2,0,"Entire home/apt",3,6,0.55,0
"35478",2,0,"Private room",3,39,3.79,0.821917808219178
"35479",3,0,"Entire home/apt",29,0,0,0.104109589041096
"35480",3,0,"Entire home/apt",2,6,0.57,0.238356164383562
"35481",1,0,"Private room",3,24,2.91,0.197260273972603
"35482",2,0,"Entire home/apt",1,17,1.65,0.323287671232877
"35483",4,0,"Private room",1,25,2.31,0.986301369863014
"35484",2,0,"Private room",1,47,4.31,0
"35485",3,0,"Entire home/apt",4,2,0.21,0
"35486",2,0,"Private room",7,1,0.65,0.150684931506849
"35487",3,0,"Shared room",26,0,0,0.246575342465753
"35488",2,0,"Entire home/apt",3,8,0.83,0.342465753424658
"35489",2,0,"Entire home/apt",2,25,2.35,0.0986301369863014
"35490",2,0,"Entire home/apt",4,36,3.34,0.553424657534247
"35491",2,0,"Private room",1,1,0.15,0.178082191780822
"35492",3,0,"Entire home/apt",2,8,0.74,0.0136986301369863
"35493",4,0,"Private room",1,31,2.81,0.923287671232877
"35494",3,0,"Private room",1,12,1.11,0
"35495",1,0,"Private room",1,13,1.26,0.767123287671233
"35496",2,0,"Entire home/apt",3,6,0.61,0
"35497",2,0,"Private room",10,2,0.52,0
"35498",2,0,"Private room",3,11,1.04,0.465753424657534
"35499",4,0,"Entire home/apt",3,33,3.07,0.120547945205479
"35500",2,0,"Private room",2,57,5.52,0.221917808219178
"35501",3,0,"Private room",2,65,6.35,0.0328767123287671
"35502",2,0,"Entire home/apt",3,32,3.12,0.213698630136986
"35503",2,0,"Entire home/apt",2,51,5.03,0.243835616438356
"35504",2,0,"Private room",1,1,1,0.106849315068493
"35505",4,0,"Entire home/apt",2,45,4.18,0.0328767123287671
"35506",3,0,"Entire home/apt",3,3,0.28,0.493150684931507
"35507",2,0,"Private room",2,2,2,0.210958904109589
"35508",2,0,"Private room",1,77,7,0.945205479452055
"35509",4,0,"Private room",1,0,0,0.0219178082191781
"35510",4,0,"Private room",30,1,0.21,0.673972602739726
"35511",2,0,"Private room",4,24,2.44,0.010958904109589
"35512",3,0,"Entire home/apt",1,2,2,0
"35513",2,0,"Private room",2,44,4.04,0.00273972602739726
"35514",3,0,"Entire home/apt",2,26,2.41,0
"35515",4,0,"Private room",1,3,0.45,0.10958904109589
"35516",2,0,"Entire home/apt",2,3,0.28,0
"35517",3,0,"Entire home/apt",2,21,3.07,0.0493150684931507
"35518",3,0,"Entire home/apt",2,11,2.92,0.104109589041096
"35519",4,0,"Private room",2,32,2.96,0.241095890410959
"35520",4,0,"Private room",2,21,1.94,0.342465753424658
"35521",4,0,"Private room",2,0,0,0
"35522",3,0,"Private room",1,13,1.25,0.854794520547945
"35523",4,0,"Entire home/apt",3,25,3.21,0.150684931506849
"35524",2,0,"Private room",2,2,0.97,0.936986301369863
"35525",2,0,"Private room",1,1,0.09,0
"35526",2,0,"Entire home/apt",2,6,2.02,0
"35527",3,0,"Entire home/apt",3,4,0.53,0
"35528",5,0,"Private room",2,18,1.67,0.487671232876712
"35529",3,0,"Entire home/apt",14,15,1.8,0
"35530",3,0,"Private room",1,21,1.94,0.158904109589041
"35531",3,0,"Private room",1,9,0.85,0.49041095890411
"35532",1,0,"Shared room",2,4,0.39,0
"35533",3,0,"Entire home/apt",2,14,1.51,0.0767123287671233
"35534",4,0,"Entire home/apt",2,7,0.9,0.112328767123288
"35535",4,0,"Entire home/apt",2,6,0.97,0.868493150684931
"35536",4,0,"Entire home/apt",2,6,0.92,0.879452054794521
"35537",3,0,"Entire home/apt",2,18,1.74,0.00273972602739726
"35538",2,0,"Entire home/apt",2,5,0.52,0.00821917808219178
"35539",3,0,"Entire home/apt",3,31,3.07,0.980821917808219
"35540",3,0,"Entire home/apt",4,16,1.46,0.153424657534247
"35541",3,0,"Entire home/apt",2,23,2.24,0.0438356164383562
"35542",3,0,"Private room",1,31,3,0.306849315068493
"35543",2,0,"Entire home/apt",2,20,2,0
"35544",1,0,"Private room",3,0,0,0.243835616438356
"35545",2,0,"Entire home/apt",2,43,4.13,0.26027397260274
"35546",3,0,"Entire home/apt",3,2,0.19,0
"35547",4,0,"Private room",14,12,1.14,0.934246575342466
"35548",5,0,"Private room",1,17,1.55,0
"35549",2,0,"Entire home/apt",7,5,0.53,0
"35550",2,0,"Entire home/apt",2,24,2.26,0.356164383561644
"35551",2,0,"Entire home/apt",1,68,6.26,0.715068493150685
"35552",2,0,"Private room",1,14,1.38,0.221917808219178
"35553",2,0,"Entire home/apt",3,16,1.63,0
"35554",3,0,"Private room",7,3,1.23,0.504109589041096
"35555",2,0,"Private room",30,27,2.7,0.873972602739726
"35556",2,0,"Private room",30,11,1.02,0.989041095890411
"35557",2,0,"Private room",2,2,0.19,0
"35558",2,0,"Private room",30,30,2.84,1
"35559",1,0,"Private room",3,9,0.87,0.852054794520548
"35560",4,0,"Private room",1,2,0.18,0.0904109589041096
"35561",3,0,"Private room",1,35,3.9,0.246575342465753
"35562",3,0,"Entire home/apt",30,2,0.77,0.827397260273973
"35563",2,0,"Private room",7,3,0.29,0
"35564",3,0,"Private room",2,4,1.67,0.158904109589041
"35565",2,0,"Private room",3,29,3.19,0.167123287671233
"35566",2,0,"Entire home/apt",2,6,0.58,0
"35567",2,0,"Private room",1,52,4.92,0
"35568",4,0,"Entire home/apt",2,11,1.07,0
"35569",2,0,"Entire home/apt",2,1,0.59,0.0986301369863014
"35570",2,0,"Entire home/apt",2,31,2.99,0.0684931506849315
"35571",2,0,"Entire home/apt",3,44,4.14,0.69041095890411
"35572",2,0,"Private room",60,0,0,0.43013698630137
"35573",2,0,"Private room",3,19,4.96,0.112328767123288
"35574",3,0,"Entire home/apt",2,0,0,0
"35575",4,0,"Private room",2,23,2.15,0.427397260273973
"35576",3,0,"Shared room",2,25,2.31,0.0328767123287671
"35577",2,0,"Private room",3,1,0.1,0
"35578",3,0,"Entire home/apt",2,12,1.14,0.00547945205479452
"35579",3,0,"Shared room",2,60,5.54,0.298630136986301
"35580",3,0,"Shared room",2,28,2.58,0.328767123287671
"35581",3,0,"Private room",1,41,3.8,0.175342465753425
"35582",2,0,"Private room",1,32,3.19,0.0821917808219178
"35583",4,0,"Entire home/apt",1,0,0,0
"35584",3,0,"Private room",1,44,4.07,0.0986301369863014
"35585",3,0,"Entire home/apt",1,41,4.73,0.0821917808219178
"35586",3,0,"Entire home/apt",2,8,1.06,0.16986301369863
"35587",2,0,"Entire home/apt",1,2,0.19,0
"35588",3,0,"Entire home/apt",1,18,1.67,0.150684931506849
"35589",3,0,"Private room",3,8,0.85,0.26027397260274
"35590",3,0,"Private room",1,7,0.74,0
"35591",2,0,"Private room",2,3,0.32,0
"35592",4,0,"Shared room",1,0,0,0.671232876712329
"35593",3,0,"Entire home/apt",3,14,1.33,0.00821917808219178
"35594",4,0,"Private room",1,91,8.56,0
"35595",3,0,"Private room",2,2,0.21,0.153424657534247
"35596",3,0,"Private room",1,59,6.04,0
"35597",2,0,"Private room",30,3,0.36,0.591780821917808
"35598",1,0,"Private room",3,12,1.2,0.975342465753425
"35599",3,0,"Entire home/apt",2,9,0.87,0.112328767123288
"35600",3,0,"Private room",1,70,7.24,0
"35601",3,0,"Shared room",1,112,10.77,0
"35602",3,0,"Entire home/apt",1,1,0.31,0.73972602739726
"35603",3,0,"Entire home/apt",3,7,0.7,0
"35604",1,0,"Private room",1,24,2.24,0.446575342465753
"35605",4,0,"Private room",2,25,2.37,0.104109589041096
"35606",3,0,"Entire home/apt",3,32,3.07,0.263013698630137
"35607",3,0,"Entire home/apt",1,29,2.79,0
"35608",3,0,"Entire home/apt",2,38,4.49,0.731506849315068
"35609",2,0,"Private room",7,0,0,0.10958904109589
"35610",3,0,"Entire home/apt",2,1,0.38,0.0246575342465753
"35611",2,0,"Entire home/apt",1,20,1.89,0.120547945205479
"35612",2,0,"Entire home/apt",2,25,2.42,0.0465753424657534
"35613",3,0,"Entire home/apt",3,28,2.71,0.912328767123288
"35614",3,0,"Private room",1,14,1.34,0.350684931506849
"35615",4,0,"Private room",29,1,0.11,0
"35616",2,0,"Private room",1,1,0.1,0.756164383561644
"35617",3,0,"Private room",1,53,7.61,0.0136986301369863
"35618",4,0,"Entire home/apt",1,2,0.22,0
"35619",4,0,"Private room",2,25,2.31,0.484931506849315
"35620",3,0,"Entire home/apt",29,0,0,0.832876712328767
"35621",1,0,"Private room",2,3,0.29,0
"35622",2,0,"Entire home/apt",1,5,0.49,0.0136986301369863
"35623",2,0,"Private room",2,6,0.66,0.473972602739726
"35624",2,0,"Private room",2,22,2.25,0.473972602739726
"35625",2,0,"Shared room",1,33,3.08,0.232876712328767
"35626",3,0,"Entire home/apt",29,0,0,0.835616438356164
"35627",2,0,"Private room",2,28,2.64,0.186301369863014
"35628",2,0,"Private room",2,16,1.55,0.589041095890411
"35629",2,0,"Entire home/apt",2,11,1.24,0.328767123287671
"35630",2,0,"Private room",1,16,1.55,0.232876712328767
"35631",3,0,"Entire home/apt",29,0,0,0.895890410958904
"35632",3,0,"Entire home/apt",29,0,0,0.893150684931507
"35633",2,0,"Private room",2,6,0.58,0.243835616438356
"35634",2,0,"Private room",2,14,1.32,0.238356164383562
"35635",2,0,"Entire home/apt",3,11,1.23,0.452054794520548
"35636",2,0,"Private room",1,1,0.14,0
"35637",3,0,"Entire home/apt",3,2,0.24,0.0438356164383562
"35638",2,0,"Private room",3,12,1.34,0
"35639",3,0,"Shared room",2,35,3.23,0.0246575342465753
"35640",3,0,"Shared room",2,51,4.71,0.0136986301369863
"35641",3,0,"Shared room",2,23,2.12,0.0273972602739726
"35642",3,0,"Shared room",2,62,5.81,0.00821917808219178
"35643",2,0,"Private room",3,8,0.76,0.284931506849315
"35644",3,0,"Entire home/apt",10,3,0.29,0.0465753424657534
"35645",3,0,"Entire home/apt",2,10,0.92,0.131506849315068
"35646",4,0,"Private room",1,92,8.87,0.942465753424658
"35647",2,0,"Entire home/apt",1,13,1.22,0
"35648",3,0,"Shared room",2,22,2.19,1
"35649",2,0,"Entire home/apt",6,0,0,0.427397260273973
"35650",3,0,"Entire home/apt",29,0,0,0.898630136986301
"35651",2,0,"Entire home/apt",1,9,0.99,0.997260273972603
"35652",3,0,"Entire home/apt",3,2,0.21,0.93972602739726
"35653",3,0,"Entire home/apt",29,0,0,0.89041095890411
"35654",3,0,"Private room",1,2,0.23,0.989041095890411
"35655",2,0,"Private room",3,22,3.13,0.257534246575342
"35656",3,0,"Entire home/apt",29,0,0,0.564383561643836
"35657",2,0,"Entire home/apt",2,4,0.39,0.0328767123287671
"35658",4,0,"Entire home/apt",2,22,2.04,0.323287671232877
"35659",3,0,"Private room",2,2,0.24,0.183561643835616
"35660",2,0,"Entire home/apt",2,64,6,0.572602739726027
"35661",4,0,"Private room",1,5,0.47,0.493150684931507
"35662",1,0,"Private room",1,23,2.18,1
"35663",3,0,"Entire home/apt",30,1,0.45,0.852054794520548
"35664",2,0,"Entire home/apt",2,2,0.19,0
"35665",3,0,"Entire home/apt",3,6,0.95,0.126027397260274
"35666",2,0,"Private room",7,28,2.78,0.0767123287671233
"35667",4,0,"Private room",1,48,4.5,0.468493150684932
"35668",2,0,"Private room",1,8,0.75,0.353424657534247
"35669",2,0,"Private room",1,5,0.59,0.150684931506849
"35670",3,0,"Private room",1,1,0.1,0
"35671",4,0,"Entire home/apt",1,33,3.2,0.26027397260274
"35672",1,0,"Private room",1,31,3.01,1
"35673",2,0,"Entire home/apt",3,31,2.98,0.276712328767123
"35674",3,0,"Private room",3,35,3.3,0.306849315068493
"35675",2,0,"Private room",2,2,0.19,0
"35676",3,0,"Private room",14,5,0.47,0
"35677",2,0,"Private room",1,27,2.52,0
"35678",2,0,"Private room",3,9,0.87,0.0273972602739726
"35679",3,0,"Entire home/apt",29,0,0,0.556164383561644
"35680",2,0,"Private room",1,2,0.18,0
"35681",3,0,"Entire home/apt",29,0,0,0.665753424657534
"35682",3,0,"Private room",3,6,0.87,0.183561643835616
"35683",3,0,"Entire home/apt",29,0,0,0.731506849315068
"35684",3,0,"Entire home/apt",1,29,3.02,0.282191780821918
"35685",3,0,"Private room",5,3,0.3,0.26027397260274
"35686",2,0,"Private room",1,18,3.6,0.254794520547945
"35687",3,0,"Entire home/apt",29,1,0.26,0.852054794520548
"35688",3,0,"Entire home/apt",3,25,2.4,0.00273972602739726
"35689",2,0,"Private room",2,39,3.75,0.432876712328767
"35690",3,0,"Private room",5,2,0.32,0.180821917808219
"35691",2,0,"Entire home/apt",3,5,0.52,0
"35692",2,0,"Private room",3,4,0.39,0
"35693",2,0,"Private room",2,0,0,0
"35694",4,0,"Entire home/apt",2,17,1.69,0.964383561643836
"35695",4,0,"Entire home/apt",2,3,0.47,0
"35696",4,0,"Entire home/apt",7,3,1,0.00547945205479452
"35697",2,0,"Private room",3,2,0.19,0.49041095890411
"35698",2,0,"Entire home/apt",3,5,0.66,0.010958904109589
"35699",4,0,"Entire home/apt",3,24,2.55,0.843835616438356
"35700",2,0,"Entire home/apt",6,1,0.16,0.194520547945205
"35701",3,0,"Entire home/apt",2,3,0.34,0
"35702",3,0,"Entire home/apt",4,32,3.04,0.698630136986301
"35703",2,0,"Private room",1,40,3.79,0.463013698630137
"35704",2,0,"Private room",1,0,0,0
"35705",1,0,"Private room",1,18,1.93,0.419178082191781
"35706",1,0,"Private room",2,28,2.69,0.213698630136986
"35707",5,0,"Private room",4,8,0.85,0.794520547945205
"35708",2,0,"Private room",3,2,0.2,0
"35709",4,0,"Private room",30,1,0.77,0.643835616438356
"35710",3,0,"Entire home/apt",29,0,0,0.857534246575342
"35711",2,0,"Private room",5,3,0.31,0
"35712",2,0,"Private room",1,47,4.35,0.0767123287671233
"35713",2,0,"Entire home/apt",4,23,2.61,0.0849315068493151
"35714",3,0,"Entire home/apt",3,7,0.69,0
"35715",3,0,"Entire home/apt",1,2,0.2,0
"35716",3,0,"Private room",3,17,1.65,0.515068493150685
"35717",3,0,"Entire home/apt",15,0,0,0
"35718",2,0,"Private room",3,2,0.19,0
"35719",2,0,"Entire home/apt",8,1,0.1,0.567123287671233
"35720",3,0,"Private room",2,4,0.45,0
"35721",3,0,"Private room",3,3,0.31,0.347945205479452
"35722",2,0,"Private room",4,17,1.59,0.358904109589041
"35723",2,0,"Entire home/apt",120,0,0,0
"35724",2,0,"Entire home/apt",3,1,0.11,0.0246575342465753
"35725",2,0,"Private room",31,3,0.45,0.23013698630137
"35726",2,0,"Private room",3,2,0.19,0.76986301369863
"35727",2,0,"Entire home/apt",31,1,0.64,0.76986301369863
"35728",3,0,"Private room",3,8,0.81,0.989041095890411
"35729",2,0,"Entire home/apt",4,9,0.87,0
"35730",2,0,"Private room",2,2,2,0.0273972602739726
"35731",4,0,"Private room",5,1,0.1,0
"35732",2,0,"Private room",1,13,1.22,0.00273972602739726
"35733",5,0,"Private room",1,2,0.19,0.967123287671233
"35734",2,0,"Entire home/apt",4,6,0.61,0.010958904109589
"35735",2,0,"Private room",1,33,3.14,0.0767123287671233
"35736",3,0,"Entire home/apt",4,3,0.31,0.273972602739726
"35737",2,0,"Private room",3,2,0.21,0.136986301369863
"35738",3,0,"Private room",3,28,2.71,0
"35739",4,0,"Private room",2,10,0.98,0.96986301369863
"35740",2,0,"Private room",1,8,0.81,0
"35741",4,0,"Shared room",1,0,0,0.49041095890411
"35742",2,0,"Private room",2,46,4.68,0.0986301369863014
"35743",4,0,"Private room",2,0,0,0.345205479452055
"35744",2,0,"Private room",2,41,4.07,0.106849315068493
"35745",2,0,"Entire home/apt",3,12,1.21,0.457534246575342
"35746",4,0,"Private room",4,23,2.21,0.0219178082191781
"35747",2,0,"Entire home/apt",2,3,0.48,0.904109589041096
"35748",2,0,"Private room",1,13,1.32,0.178082191780822
"35749",2,0,"Entire home/apt",2,17,2.17,0.210958904109589
"35750",4,0,"Private room",1,7,0.73,0.246575342465753
"35751",2,0,"Entire home/apt",2,12,1.16,0.0520547945205479
"35752",2,0,"Private room",30,1,0.65,0.772602739726027
"35753",2,0,"Entire home/apt",2,14,6.18,0.123287671232877
"35754",3,0,"Entire home/apt",2,7,0.68,0
"35755",2,0,"Private room",1,55,5.16,0.161643835616438
"35756",3,0,"Private room",3,3,0.31,0
"35757",4,0,"Private room",1,22,2.14,0.224657534246575
"35758",3,0,"Entire home/apt",4,3,0.31,0
"35759",3,0,"Entire home/apt",4,7,0.68,0.175342465753425
"35760",3,0,"Entire home/apt",2,5,0.48,0
"35761",3,0,"Private room",3,28,2.64,0
"35762",4,0,"Private room",3,3,0.32,0
"35763",3,0,"Entire home/apt",5,3,0.29,0.243835616438356
"35764",2,0,"Private room",5,1,0.11,0
"35765",2,0,"Entire home/apt",3,18,1.87,0.167123287671233
"35766",3,0,"Entire home/apt",60,0,0,0.484931506849315
"35767",2,0,"Private room",1,42,3.99,0.183561643835616
"35768",2,0,"Entire home/apt",3,0,0,0.147945205479452
"35769",3,0,"Private room",1,47,4.45,0.0273972602739726
"35770",4,0,"Private room",30,0,0,0
"35771",3,0,"Entire home/apt",3,21,2.09,0.443835616438356
"35772",5,0,"Private room",2,86,10.12,0.153424657534247
"35773",4,0,"Private room",2,7,0.76,0.424657534246575
"35774",2,0,"Private room",5,3,0.29,0
"35775",3,0,"Private room",1,45,4.44,0
"35776",3,0,"Entire home/apt",4,0,0,0.997260273972603
"35777",3,0,"Private room",1,20,2.05,0.0164383561643836
"35778",4,0,"Entire home/apt",3,4,0.38,0
"35779",1,0,"Private room",2,40,3.77,0
"35780",2,0,"Entire home/apt",2,6,0.58,0
"35781",2,0,"Entire home/apt",13,23,2.35,0
"35782",3,0,"Private room",30,2,0.22,0.589041095890411
"35783",4,0,"Entire home/apt",2,17,2.3,0.887671232876712
"35784",1,0,"Entire home/apt",2,5,0.48,0
"35785",2,0,"Entire home/apt",2,4,1.04,0.583561643835616
"35786",3,0,"Private room",30,2,0.23,0.964383561643836
"35787",2,0,"Entire home/apt",2,23,2.28,0.586301369863014
"35788",3,0,"Private room",2,22,2.06,0.753424657534247
"35789",2,0,"Entire home/apt",2,17,1.68,0
"35790",2,0,"Private room",2,12,1.16,0.112328767123288
"35791",2,0,"Entire home/apt",2,5,0.54,0.49041095890411
"35792",2,0,"Private room",1,46,4.31,0.0986301369863014
"35793",2,0,"Private room",5,1,0.13,0.26027397260274
"35794",2,0,"Private room",2,4,1.43,0.175342465753425
"35795",3,0,"Entire home/apt",2,11,1.07,0.0219178082191781
"35796",3,0,"Entire home/apt",2,28,2.83,0.402739726027397
"35797",3,0,"Private room",5,5,0.47,0
"35798",4,0,"Private room",4,3,0.29,0
"35799",2,0,"Entire home/apt",2,0,0,0.0821917808219178
"35800",2,0,"Entire home/apt",2,25,2.68,0.405479452054795
"35801",2,0,"Entire home/apt",3,1,0.16,0.00547945205479452
"35802",2,0,"Private room",1,62,5.83,0.178082191780822
"35803",4,0,"Private room",28,2,0.24,0
"35804",4,0,"Private room",30,3,0.36,0.0191780821917808
"35805",2,0,"Private room",25,3,0.33,0
"35806",2,0,"Private room",30,0,0,0.117808219178082
"35807",2,0,"Entire home/apt",3,24,2.27,0.380821917808219
"35808",2,0,"Private room",5,2,0.2,0
"35809",2,0,"Private room",1,18,1.73,0
"35810",3,0,"Entire home/apt",3,9,0.87,0.186301369863014
"35811",2,0,"Private room",2,13,1.25,0.00821917808219178
"35812",3,0,"Private room",3,5,0.47,0
"35813",2,0,"Private room",1,3,0.28,0.473972602739726
"35814",3,0,"Private room",5,4,0.41,0.320547945205479
"35815",5,0,"Private room",2,8,0.77,0.101369863013699
"35816",5,0,"Private room",2,4,0.39,0.101369863013699
"35817",5,0,"Shared room",3,0,0,0.101369863013699
"35818",2,0,"Private room",1,0,0,0
"35819",2,0,"Entire home/apt",4,46,4.55,0.531506849315069
"35820",4,0,"Private room",1,16,1.54,0
"35821",3,0,"Private room",2,3,0.84,0
"35822",3,0,"Private room",1,13,1.27,0.00547945205479452
"35823",2,0,"Private room",3,7,0.69,0.0356164383561644
"35824",2,0,"Private room",9,1,0.33,0.227397260273973
"35825",2,0,"Shared room",1,15,1.45,1
"35826",1,0,"Private room",1,2,0.19,0.904109589041096
"35827",2,0,"Private room",7,1,0.1,0.391780821917808
"35828",2,0,"Private room",1,25,2.36,0.178082191780822
"35829",3,0,"Entire home/apt",30,0,0,0.997260273972603
"35830",2,0,"Entire home/apt",4,38,3.75,0.0904109589041096
"35831",2,0,"Private room",2,30,2.98,0.86027397260274
"35832",3,0,"Private room",1,50,4.84,0
"35833",3,0,"Entire home/apt",3,1,1,0.246575342465753
"35834",2,0,"Private room",2,5,0.53,0.235616438356164
"35835",2,0,"Shared room",1,16,1.51,1
"35836",3,0,"Entire home/apt",2,14,1.35,0
"35837",2,0,"Private room",1,6,0.67,0.493150684931507
"35838",3,0,"Private room",1,6,0.58,0
"35839",2,0,"Private room",2,62,6.08,0.010958904109589
"35840",2,0,"Private room",2,20,1.96,0.942465753424658
"35841",2,0,"Private room",28,1,0.12,0
"35842",3,0,"Entire home/apt",2,19,2.19,0.186301369863014
"35843",3,0,"Entire home/apt",2,28,2.95,0.638356164383562
