"","labeled_distinct_regions","name_with_luxury","room_type","minimum_nights","number_of_reviews","reviews_per_month","availability_per_day"
"11122",2,0,"Entire home/apt",3,178,3.7,0.367123287671233
"11123",3,0,"Private room",31,1,0.03,0.175342465753425
"11124",3,0,"Private room",31,3,0.08,0.0876712328767123
"11125",2,0,"Private room",1,22,0.5,0.243835616438356
"11126",3,0,"Private room",1,2,0.05,0
"11127",2,0,"Private room",3,4,0.09,0
"11128",4,0,"Private room",1,1,0.08,1
"11129",3,0,"Private room",1,15,0.34,0
"11130",2,0,"Private room",5,3,0.06,0
"11131",3,0,"Entire home/apt",5,1,0.02,0
"11132",2,0,"Private room",3,4,0.08,0
"11133",2,0,"Entire home/apt",2,106,2.2,0.575342465753425
"11134",2,0,"Entire home/apt",2,6,0.13,0
"11135",2,0,"Private room",20,0,0,0
"11136",3,0,"Entire home/apt",3,0,0,0
"11137",2,0,"Private room",2,59,1.24,0.942465753424658
"11138",3,0,"Entire home/apt",2,30,0.63,0.90958904109589
"11139",2,0,"Entire home/apt",5,2,0.04,0
"11140",3,0,"Private room",4,16,0.43,0
"11141",4,0,"Private room",1,28,0.6,0.994520547945206
"11142",2,0,"Private room",1,0,0,0
"11143",3,0,"Private room",1,2,0.06,0.397260273972603
"11144",2,0,"Entire home/apt",1,3,0.06,0
"11145",2,0,"Entire home/apt",3,5,0.1,0
"11146",2,0,"Entire home/apt",1,1,0.02,0
"11147",2,0,"Entire home/apt",21,0,0,0
"11148",2,0,"Private room",1,258,5.45,0.876712328767123
"11149",2,0,"Entire home/apt",2,36,0.77,0.679452054794521
"11150",2,0,"Private room",1,12,0.26,0.243835616438356
"11151",3,0,"Private room",1,1,0.02,0
"11152",2,0,"Entire home/apt",3,65,1.37,0.347945205479452
"11153",3,0,"Entire home/apt",5,17,0.56,0.0767123287671233
"11154",3,0,"Entire home/apt",3,30,0.63,0
"11155",2,0,"Entire home/apt",3,109,2.5,0.523287671232877
"11156",2,0,"Entire home/apt",2,6,0.12,0
"11157",2,0,"Entire home/apt",1,6,0.13,0
"11158",2,0,"Entire home/apt",7,10,0.21,0
"11159",2,0,"Private room",3,7,0.15,0
"11160",2,0,"Private room",2,0,0,0
"11161",3,0,"Private room",2,0,0,0
"11162",2,0,"Entire home/apt",1,191,3.97,0.794520547945205
"11163",2,0,"Private room",1,119,2.57,0.00273972602739726
"11164",2,0,"Entire home/apt",3,56,1.25,0.912328767123288
"11165",2,0,"Private room",1,213,4.42,0.104109589041096
"11166",2,0,"Entire home/apt",2,149,4.08,0.389041095890411
"11167",2,0,"Entire home/apt",3,105,2.67,0.534246575342466
"11168",3,0,"Private room",1,4,0.08,0
"11169",2,0,"Entire home/apt",3,4,0.08,0
"11170",3,0,"Private room",12,0,0,0
"11171",3,0,"Entire home/apt",3,0,0,0
"11172",2,0,"Entire home/apt",1,0,0,0
"11173",2,0,"Entire home/apt",6,34,0.72,0.208219178082192
"11174",2,0,"Entire home/apt",3,1,0.02,0
"11175",4,0,"Private room",4,42,0.89,0.00273972602739726
"11176",2,0,"Entire home/apt",7,9,0.2,1
"11177",2,0,"Private room",8,7,0.15,0.0301369863013699
"11178",2,0,"Private room",3,8,0.17,0
"11179",2,0,"Private room",2,24,0.58,0
"11180",3,0,"Entire home/apt",1,0,0,0
"11181",2,0,"Entire home/apt",2,7,0.15,0
"11182",2,0,"Private room",10,0,0,0
"11183",2,0,"Entire home/apt",1,4,0.08,0
"11184",3,0,"Entire home/apt",3,94,2.02,0.0219178082191781
"11185",3,0,"Entire home/apt",4,38,0.8,0
"11186",3,0,"Private room",1,6,0.12,0
"11187",2,0,"Entire home/apt",3,1,0.02,0
"11188",2,0,"Private room",1,0,0,0
"11189",2,0,"Entire home/apt",2,15,0.31,0
"11190",2,0,"Entire home/apt",5,71,1.54,0.652054794520548
"11191",3,0,"Entire home/apt",3,149,3.11,0.550684931506849
"11192",3,0,"Private room",1,0,0,0
"11193",2,0,"Entire home/apt",3,4,0.09,0
"11194",3,0,"Private room",25,4,0.08,0
"11195",2,0,"Entire home/apt",1,1,0.03,0
"11196",2,0,"Private room",1,23,0.56,1
"11197",4,0,"Entire home/apt",4,1,0.03,0
"11198",3,0,"Entire home/apt",30,3,0.09,0.997260273972603
"11199",4,0,"Private room",1,0,0,0
"11200",2,0,"Entire home/apt",1,4,0.09,0
"11201",3,0,"Entire home/apt",1,0,0,0
"11202",3,0,"Entire home/apt",4,4,0.09,0
"11203",3,0,"Entire home/apt",3,2,0.05,0
"11204",2,0,"Private room",1,0,0,0
"11205",3,0,"Private room",1,7,0.2,0
"11206",3,0,"Entire home/apt",30,4,0.11,0.863013698630137
"11207",2,0,"Entire home/apt",3,135,2.99,0.676712328767123
"11208",2,0,"Private room",1,1,0.05,0
"11209",2,0,"Private room",1,1,0.04,0
"11210",2,0,"Private room",5,0,0,0
"11211",3,0,"Entire home/apt",1,0,0,0
"11212",3,0,"Private room",2,31,0.65,0
"11213",2,0,"Entire home/apt",2,13,0.37,0
"11214",3,0,"Private room",1,3,0.06,0
"11215",2,0,"Entire home/apt",3,64,1.38,0.810958904109589
"11216",2,0,"Private room",2,1,0.02,0
"11217",2,0,"Entire home/apt",5,12,0.25,0
"11218",2,0,"Entire home/apt",4,54,1.14,0
"11219",2,0,"Private room",3,3,0.06,0
"11220",1,0,"Private room",30,15,0.32,0.912328767123288
"11221",3,0,"Entire home/apt",2,1,0.02,0
"11222",1,0,"Private room",30,21,0.44,0.93972602739726
"11223",4,0,"Entire home/apt",15,0,0,0.0493150684931507
"11224",3,0,"Private room",3,134,2.88,0.246575342465753
"11225",2,0,"Private room",2,24,1.48,0.479452054794521
"11226",3,0,"Private room",3,9,0.19,0
"11227",3,0,"Entire home/apt",2,12,0.65,0
"11228",2,0,"Private room",14,15,0.48,0
"11229",3,0,"Private room",7,51,1.11,0.427397260273973
"11230",2,0,"Entire home/apt",2,19,0.4,0.00273972602739726
"11231",2,0,"Private room",5,5,0.11,0
"11232",2,0,"Entire home/apt",6,0,0,0
"11233",2,0,"Private room",1,3,0.06,0
"11234",2,0,"Private room",1,0,0,0
"11235",2,0,"Private room",1,7,0.15,0
"11236",2,0,"Private room",8,1,0.02,0
"11237",3,0,"Entire home/apt",1,10,0.22,0.0164383561643836
"11238",2,0,"Entire home/apt",30,23,0.49,0.734246575342466
"11239",3,0,"Private room",1,1,0.02,0
"11240",2,0,"Private room",5,0,0,0
"11241",3,0,"Entire home/apt",1,3,0.06,0
"11242",3,0,"Entire home/apt",1,0,0,0
"11243",3,0,"Private room",2,183,3.9,0.720547945205479
"11244",3,0,"Private room",2,1,0.02,0
"11245",3,0,"Private room",2,20,0.42,0
"11246",3,0,"Private room",3,27,0.56,0.715068493150685
"11247",2,0,"Private room",1,2,0.04,0
"11248",3,0,"Entire home/apt",1,3,0.06,0
"11249",2,0,"Entire home/apt",2,60,1.26,0
"11250",3,0,"Entire home/apt",3,203,4.27,0.742465753424657
"11251",3,0,"Private room",4,37,0.77,0
"11252",2,0,"Entire home/apt",14,2,0.04,0
"11253",3,0,"Private room",1,0,0,0
"11254",2,0,"Private room",2,96,2.07,0.112328767123288
"11255",2,0,"Entire home/apt",5,2,0.04,0
"11256",2,0,"Private room",1,107,2.22,0.126027397260274
"11257",3,0,"Private room",1,12,0.27,0
"11258",3,0,"Entire home/apt",2,1,0.02,0
"11259",3,0,"Entire home/apt",4,68,2.54,0.120547945205479
"11260",3,0,"Entire home/apt",2,7,0.15,0
"11261",2,0,"Private room",2,30,1.97,0
"11262",3,0,"Entire home/apt",3,19,0.41,0
"11263",3,0,"Entire home/apt",14,7,0.15,0.0575342465753425
"11264",3,0,"Private room",1,0,0,0
"11265",3,0,"Entire home/apt",3,4,0.08,0
"11266",2,0,"Entire home/apt",2,63,1.41,0
"11267",3,0,"Private room",16,9,0.19,0.063013698630137
"11268",2,0,"Private room",1,140,4,0.10958904109589
"11269",3,0,"Entire home/apt",2,193,4.13,0.463013698630137
"11270",4,0,"Entire home/apt",2,6,0.13,0
"11271",3,0,"Entire home/apt",5,12,0.26,0
"11272",3,0,"Private room",1,151,3.17,0
"11273",2,0,"Entire home/apt",30,7,0.19,0.936986301369863
"11274",3,0,"Private room",1,1,0.02,0
"11275",2,0,"Entire home/apt",30,7,0.15,0.986301369863014
"11276",2,0,"Private room",2,5,0.1,0
"11277",4,0,"Entire home/apt",3,109,2.34,0.742465753424657
"11278",3,0,"Entire home/apt",7,0,0,0
"11279",3,0,"Entire home/apt",5,16,0.34,0
"11280",3,0,"Private room",4,45,2.23,0.161643835616438
"11281",2,0,"Entire home/apt",1,0,0,0
"11282",2,0,"Entire home/apt",1,0,0,0
"11283",4,0,"Private room",2,7,0.15,0
"11284",2,0,"Private room",4,8,0.17,0
"11285",2,0,"Private room",30,20,0.42,0.682191780821918
"11286",2,0,"Private room",30,31,0.66,0.86027397260274
"11287",1,0,"Entire home/apt",1,1,0.02,0
"11288",3,0,"Entire home/apt",1,7,0.15,0.0273972602739726
"11289",2,0,"Entire home/apt",5,4,0.09,0.0273972602739726
"11290",2,0,"Entire home/apt",3,125,2.66,0.863013698630137
"11291",2,0,"Private room",1,66,1.38,0.624657534246575
"11292",2,0,"Private room",1,1,0.02,0
"11293",4,0,"Private room",1,158,3.35,0.972602739726027
"11294",3,0,"Entire home/apt",2,4,0.09,0
"11295",3,0,"Entire home/apt",1,1,0.02,0
"11296",3,0,"Private room",1,0,0,0
"11297",3,0,"Entire home/apt",3,39,0.85,0.0520547945205479
"11298",3,0,"Private room",1,142,3.1,0.449315068493151
"11299",2,0,"Entire home/apt",2,5,0.11,0
"11300",2,0,"Entire home/apt",1,3,0.06,0
"11301",2,0,"Entire home/apt",1,0,0,0
"11302",3,0,"Entire home/apt",3,1,0.02,0
"11303",2,0,"Private room",15,2,0.04,0
"11304",3,0,"Private room",1,0,0,0
"11305",2,0,"Private room",2,186,3.89,0.0164383561643836
"11306",3,0,"Private room",2,0,0,0
"11307",3,0,"Private room",30,27,0.61,0
"11308",2,0,"Private room",3,0,0,0
"11309",3,0,"Entire home/apt",3,1,0.02,0
"11310",3,0,"Entire home/apt",1,26,0.54,0
"11311",2,0,"Private room",21,16,0.34,0
"11312",3,0,"Entire home/apt",3,1,0.03,0
"11313",3,0,"Entire home/apt",1,0,0,0
"11314",2,0,"Private room",2,2,0.04,0
"11315",3,0,"Entire home/apt",1,0,0,0
"11316",3,0,"Shared room",1,0,0,0
"11317",4,0,"Private room",1,63,1.34,0.684931506849315
"11318",2,0,"Entire home/apt",2,21,0.45,0.515068493150685
"11319",2,0,"Entire home/apt",2,172,3.6,0.372602739726027
"11320",4,0,"Entire home/apt",2,108,2.28,0.879452054794521
"11321",3,0,"Private room",2,18,0.38,0
"11322",2,0,"Entire home/apt",60,1,0.38,0.772602739726027
"11323",3,0,"Entire home/apt",3,0,0,0
"11324",3,0,"Private room",1,0,0,0
"11325",4,0,"Private room",4,28,0.59,0.997260273972603
"11326",3,0,"Private room",3,1,0.03,0
"11327",2,0,"Private room",14,10,0.21,0
"11328",2,0,"Private room",12,0,0,0
"11329",2,0,"Entire home/apt",4,7,0.15,0.0493150684931507
"11330",2,0,"Entire home/apt",7,33,0.7,0
"11331",2,0,"Entire home/apt",1,0,0,0
"11332",3,0,"Entire home/apt",1,75,1.61,0.906849315068493
"11333",3,0,"Entire home/apt",3,6,0.14,0
"11334",3,0,"Entire home/apt",2,18,0.38,0
"11335",3,0,"Entire home/apt",1,0,0,0
"11336",3,0,"Entire home/apt",5,1,0.02,0
"11337",2,0,"Private room",1,0,0,0
"11338",3,0,"Private room",2,259,5.44,0.128767123287671
"11339",3,0,"Private room",1,0,0,1
"11340",2,0,"Private room",1,15,0.39,0.0602739726027397
"11341",3,0,"Entire home/apt",7,9,0.19,0.0520547945205479
"11342",3,0,"Entire home/apt",3,90,1.96,0.832876712328767
"11343",3,0,"Private room",4,3,0.08,0
"11344",3,0,"Private room",2,2,0.04,0
"11345",3,0,"Private room",30,44,0.92,0.515068493150685
"11346",3,0,"Private room",5,42,1.49,0.605479452054794
"11347",3,0,"Entire home/apt",6,13,0.27,0
"11348",2,0,"Entire home/apt",2,187,3.93,0.821917808219178
"11349",2,0,"Entire home/apt",6,8,0.23,0.0246575342465753
"11350",2,0,"Private room",1,1,0.02,0
"11351",2,0,"Private room",1,4,0.09,0
"11352",3,0,"Entire home/apt",4,4,0.09,0.243835616438356
"11353",2,0,"Entire home/apt",2,132,3.14,0.704109589041096
"11354",3,0,"Private room",1,2,0.04,0
"11355",3,0,"Entire home/apt",20,0,0,0
"11356",2,0,"Private room",1,1,0.02,0
"11357",2,0,"Private room",3,60,1.29,0.915068493150685
"11358",3,0,"Private room",9,0,0,0
"11359",4,0,"Entire home/apt",10,7,0.15,0
"11360",3,0,"Private room",7,9,0.6,0.558904109589041
"11361",3,0,"Private room",3,17,0.37,0.997260273972603
"11362",2,0,"Private room",1,2,0.04,0
"11363",2,0,"Private room",7,2,0.17,0.0876712328767123
"11364",3,0,"Entire home/apt",1,161,3.39,0.950684931506849
"11365",4,0,"Private room",1,0,0,0
"11366",4,0,"Private room",3,8,0.56,0
"11367",3,0,"Private room",1,0,0,0
"11368",2,0,"Private room",3,3,0.07,0
"11369",3,0,"Entire home/apt",10,2,0.06,0.0986301369863014
"11370",2,0,"Private room",2,2,0.04,0
"11371",2,0,"Entire home/apt",3,84,1.77,0.0493150684931507
"11372",3,0,"Entire home/apt",3,0,0,0
"11373",3,0,"Entire home/apt",2,11,0.24,0
"11374",3,0,"Entire home/apt",2,4,0.08,0
"11375",2,0,"Private room",13,0,0,0
"11376",4,0,"Entire home/apt",7,9,0.19,0.0246575342465753
"11377",3,0,"Entire home/apt",1,1,0.02,0
"11378",3,0,"Private room",1,0,0,0
"11379",3,0,"Entire home/apt",6,0,0,0
"11380",3,0,"Private room",2,2,0.04,0
"11381",4,0,"Private room",3,13,0.28,0.6
"11382",4,0,"Private room",1,32,0.92,0
"11383",2,0,"Entire home/apt",2,6,0.16,0.356164383561644
"11384",3,0,"Private room",3,6,0.13,0
"11385",2,0,"Entire home/apt",2,3,0.06,0
"11386",2,0,"Entire home/apt",7,0,0,0
"11387",2,0,"Entire home/apt",30,7,0.17,0.073972602739726
"11388",2,0,"Private room",5,3,0.06,0
"11389",2,0,"Private room",3,90,1.89,0.884931506849315
"11390",2,0,"Entire home/apt",3,5,0.11,0
"11391",2,0,"Private room",1,43,0.99,0.849315068493151
"11392",2,0,"Private room",5,5,0.1,0
"11393",2,0,"Private room",1,0,0,0
"11394",3,0,"Entire home/apt",5,10,0.21,0.0301369863013699
"11395",3,0,"Private room",1,2,0.04,0
"11396",2,0,"Entire home/apt",2,139,2.93,0.643835616438356
"11397",3,0,"Entire home/apt",4,5,2.78,0.778082191780822
"11398",2,0,"Private room",2,33,0.7,0
"11399",3,0,"Entire home/apt",2,23,0.61,0
"11400",3,0,"Private room",1,2,0.04,0
"11401",2,0,"Entire home/apt",59,17,0.49,0.158904109589041
"11402",2,0,"Private room",1,237,5.09,0.191780821917808
"11403",2,0,"Private room",30,19,0.43,0
"11404",3,0,"Entire home/apt",30,195,4.26,0.73972602739726
"11405",2,0,"Private room",1,0,0,0
"11406",4,0,"Entire home/apt",3,21,0.46,0.956164383561644
"11407",2,0,"Private room",1,1,0.02,0
"11408",3,0,"Entire home/apt",5,5,0.11,0
"11409",2,0,"Entire home/apt",7,9,0.19,0
"11410",3,0,"Entire home/apt",3,0,0,0
"11411",2,0,"Private room",3,7,0.15,0
"11412",3,0,"Entire home/apt",15,22,0.49,0
"11413",2,0,"Entire home/apt",7,35,0.78,0.775342465753425
"11414",4,0,"Entire home/apt",14,0,0,0
"11415",2,0,"Private room",1,3,0.06,0
"11416",2,0,"Private room",1,0,0,0
"11417",2,0,"Private room",2,22,0.54,0
"11418",3,0,"Entire home/apt",5,12,0.25,0
"11419",3,0,"Entire home/apt",2,2,0.04,0
"11420",2,0,"Private room",1,0,0,0
"11421",2,0,"Shared room",1,73,1.53,1
"11422",4,0,"Private room",1,190,5.2,0.361643835616438
"11423",2,0,"Private room",1,35,0.73,0
"11424",2,0,"Private room",1,0,0,0.345205479452055
"11425",2,0,"Private room",1,2,0.04,0
"11426",4,0,"Entire home/apt",3,2,0.04,0
"11427",2,0,"Private room",3,0,0,0
"11428",2,0,"Entire home/apt",7,11,0.23,0.591780821917808
"11429",4,0,"Private room",1,424,8.86,0
"11430",2,0,"Entire home/apt",2,4,0.16,0.882191780821918
"11431",4,0,"Private room",1,408,8.56,0
"11432",3,0,"Private room",1,6,0.13,0.175342465753425
"11433",3,0,"Private room",2,14,0.3,0.936986301369863
"11434",3,0,"Private room",1,26,0.68,0.893150684931507
"11435",3,0,"Private room",1,1,0.02,0
"11436",2,0,"Entire home/apt",3,4,0.09,0
"11437",2,0,"Entire home/apt",2,3,0.06,0
"11438",2,0,"Private room",5,1,0.03,0
"11439",2,0,"Private room",1,128,2.71,0.208219178082192
"11440",4,0,"Entire home/apt",2,7,0.15,0
"11441",4,0,"Entire home/apt",2,5,2.88,0.915068493150685
"11442",3,0,"Private room",1,2,0.04,0
"11443",3,0,"Entire home/apt",2,49,1.06,0.561643835616438
"11444",2,0,"Entire home/apt",3,10,0.21,0.00821917808219178
"11445",2,0,"Entire home/apt",30,11,0.29,0.90958904109589
"11446",2,0,"Entire home/apt",3,120,2.63,0.602739726027397
"11447",3,0,"Entire home/apt",5,0,0,0
"11448",1,0,"Private room",1,182,3.82,0
"11449",3,0,"Entire home/apt",5,0,0,0
"11450",2,0,"Entire home/apt",5,27,0.57,0
"11451",2,0,"Entire home/apt",3,23,0.51,0.00547945205479452
"11452",3,0,"Private room",2,1,0.02,0
"11453",2,0,"Entire home/apt",5,2,0.06,0
"11454",4,0,"Private room",3,0,0,1
"11455",3,0,"Entire home/apt",1,0,0,0
"11456",2,0,"Entire home/apt",3,105,2.28,0.257534246575342
"11457",1,0,"Private room",30,19,0.4,0.786301369863014
"11458",3,0,"Private room",14,0,0,0
"11459",2,0,"Private room",1,205,4.39,0.956164383561644
"11460",2,0,"Entire home/apt",1,0,0,0
"11461",3,0,"Private room",3,4,0.08,0
"11462",2,0,"Private room",1,2,0.05,1
"11463",2,0,"Private room",2,12,0.25,0
"11464",3,0,"Entire home/apt",3,10,0.21,0
"11465",2,0,"Entire home/apt",3,38,0.8,0.682191780821918
"11466",3,0,"Private room",10,0,0,0
"11467",3,0,"Private room",1,5,0.11,0
"11468",2,0,"Entire home/apt",4,99,2.09,0
"11469",3,0,"Entire home/apt",4,0,0,0
"11470",2,0,"Private room",3,1,0.02,0
"11471",2,0,"Entire home/apt",1,0,0,0
"11472",3,0,"Private room",1,9,0.19,0
"11473",2,0,"Private room",3,1,0.02,0
"11474",2,0,"Entire home/apt",3,96,2.06,0.898630136986301
"11475",2,0,"Entire home/apt",2,3,0.09,0.515068493150685
"11476",2,0,"Private room",1,0,0,0
"11477",2,0,"Entire home/apt",3,98,2.39,0.142465753424658
"11478",3,0,"Private room",3,29,0.61,0
"11479",3,0,"Entire home/apt",1,0,0,0
"11480",3,0,"Entire home/apt",1,1,0.02,0
"11481",3,0,"Private room",1,1,0.02,0
"11482",2,0,"Private room",1,0,0,0
"11483",2,0,"Entire home/apt",4,96,2.02,0.00821917808219178
"11484",3,0,"Entire home/apt",1,1,0.02,0
"11485",3,0,"Private room",2,1,0.02,0
"11486",3,0,"Private room",1,2,0.04,0
"11487",3,0,"Entire home/apt",2,9,0.19,0
"11488",2,0,"Private room",5,0,0,0
"11489",3,0,"Private room",1,0,0,0
"11490",3,0,"Private room",1,3,0.06,0
"11491",2,0,"Entire home/apt",30,4,0.09,0.0931506849315069
"11492",3,0,"Entire home/apt",3,0,0,0
"11493",3,0,"Private room",6,2,0.05,0
"11494",3,0,"Private room",2,6,0.13,0.583561643835616
"11495",3,0,"Shared room",1,14,0.3,0.994520547945206
"11496",3,0,"Entire home/apt",60,10,0.22,0
"11497",2,0,"Private room",4,52,1.09,0.934246575342466
"11498",2,0,"Private room",3,2,0.04,0
"11499",4,0,"Entire home/apt",2,2,0.04,0
"11500",2,0,"Entire home/apt",4,121,2.54,0.0904109589041096
"11501",2,0,"Private room",1,199,4.19,0.789041095890411
"11502",3,0,"Entire home/apt",2,4,0.08,0
"11503",2,0,"Entire home/apt",2,4,0.09,0
"11504",4,0,"Private room",1,0,0,0
"11505",2,0,"Entire home/apt",1,0,0,0
"11506",2,0,"Private room",1,1,0.02,0
"11507",2,0,"Entire home/apt",3,63,1.33,0
"11508",3,0,"Entire home/apt",1,32,1.18,0.980821917808219
"11509",2,0,"Entire home/apt",4,91,2.1,0.00821917808219178
"11510",3,0,"Private room",1,221,4.65,0.895890410958904
"11511",3,0,"Private room",1,0,0,0
"11512",3,0,"Private room",1,0,0,0
"11513",3,0,"Private room",3,174,3.66,0.531506849315069
"11514",2,0,"Entire home/apt",1,2,0.04,0
"11515",3,0,"Private room",1,0,0,0
"11516",4,0,"Private room",1,5,0.1,0
"11517",2,0,"Private room",7,0,0,0
"11518",3,0,"Private room",1,1,0.03,0
"11519",4,0,"Entire home/apt",1,22,0.49,0.356164383561644
"11520",2,0,"Entire home/apt",1,0,0,0
"11521",4,0,"Private room",2,191,4,0.0657534246575342
"11522",3,0,"Entire home/apt",3,4,0.12,0
"11523",2,0,"Private room",3,91,1.99,0.0547945205479452
"11524",3,0,"Entire home/apt",1,14,0.3,0
"11525",2,0,"Entire home/apt",1,2,0.04,0
"11526",2,0,"Private room",7,0,0,0
"11527",2,0,"Entire home/apt",1,78,2.22,1
"11528",2,0,"Entire home/apt",30,2,0.05,0
"11529",2,0,"Private room",1,2,0.04,0
"11530",3,0,"Entire home/apt",30,0,0,0.476712328767123
"11531",3,0,"Private room",1,0,0,0
"11532",3,0,"Entire home/apt",5,5,0.11,0
"11533",3,0,"Entire home/apt",1,5,0.11,0
"11534",4,0,"Private room",7,0,0,0
"11535",2,0,"Private room",2,5,0.11,0
"11536",2,0,"Entire home/apt",4,4,0.08,0
"11537",2,0,"Entire home/apt",2,17,0.36,0
"11538",2,0,"Entire home/apt",4,12,0.25,0.0136986301369863
"11539",2,0,"Private room",1,88,1.84,0.164383561643836
"11540",4,0,"Entire home/apt",1,9,0.2,0.931506849315068
"11541",3,0,"Entire home/apt",3,12,0.26,0.0904109589041096
"11542",1,0,"Private room",30,13,0.28,0.912328767123288
"11543",3,0,"Private room",1,1,0.02,0
"11544",2,0,"Private room",10,1,0.03,0
"11545",4,0,"Private room",2,0,0,0
"11546",2,0,"Entire home/apt",5,18,0.5,0
"11547",3,0,"Private room",1,5,0.11,0
"11548",2,0,"Private room",2,0,0,0
"11549",2,0,"Entire home/apt",1,0,0,0
"11550",3,0,"Entire home/apt",4,91,1.95,0.010958904109589
"11551",2,0,"Private room",1,0,0,0
"11552",2,0,"Private room",1,3,0.06,0
"11553",2,0,"Entire home/apt",5,0,0,0
"11554",3,0,"Entire home/apt",1,2,0.07,0
"11555",3,0,"Entire home/apt",1,112,2.38,0.717808219178082
"11556",3,0,"Private room",2,1,0.02,0
"11557",4,0,"Private room",1,1,0.02,0
"11558",2,0,"Entire home/apt",3,2,0.06,0
"11559",2,0,"Entire home/apt",2,35,0.78,0.947945205479452
"11560",2,0,"Entire home/apt",2,15,0.32,0
"11561",2,0,"Entire home/apt",5,1,0.02,0
"11562",3,0,"Private room",2,9,0.19,0.767123287671233
"11563",3,0,"Shared room",14,6,0.25,0.550684931506849
"11564",3,0,"Private room",1,100,2.74,0.134246575342466
"11565",2,0,"Private room",1,3,0.07,0
"11566",2,0,"Private room",5,2,0.04,0
"11567",2,0,"Entire home/apt",5,1,0.02,0
"11568",3,0,"Private room",2,20,0.42,0
"11569",3,0,"Entire home/apt",3,2,0.04,0
"11570",3,0,"Private room",1,13,0.28,0
"11571",3,0,"Entire home/apt",6,45,0.99,0
"11572",4,0,"Entire home/apt",30,29,0.62,0.487671232876712
"11573",3,0,"Entire home/apt",4,9,0.24,0.980821917808219
"11574",2,0,"Private room",4,2,0.04,0
"11575",2,0,"Entire home/apt",5,1,0.02,0
"11576",3,0,"Entire home/apt",3,35,0.77,0.723287671232877
"11577",2,0,"Private room",5,28,0.6,0.772602739726027
"11578",2,0,"Private room",2,71,1.57,0.465753424657534
"11579",2,0,"Entire home/apt",3,8,0.17,0
"11580",4,0,"Private room",7,0,0,1
"11581",3,0,"Entire home/apt",30,14,0.31,0.249315068493151
"11582",2,0,"Private room",1,4,2.18,0.657534246575342
"11583",2,0,"Entire home/apt",7,43,1.2,0.145205479452055
"11584",3,0,"Entire home/apt",1,0,0,0
"11585",4,0,"Private room",1,96,2.06,0.928767123287671
"11586",4,0,"Entire home/apt",1,10,0.21,0
"11587",1,0,"Private room",3,113,2.42,0.794520547945205
"11588",3,0,"Private room",1,1,0.02,0
"11589",2,0,"Entire home/apt",5,1,0.02,0
"11590",4,0,"Entire home/apt",1,70,2.45,0.920547945205479
"11591",4,0,"Entire home/apt",2,176,4.07,0.846575342465753
"11592",3,0,"Entire home/apt",3,115,2.43,0.342465753424658
"11593",2,0,"Private room",14,0,0,0
"11594",3,0,"Entire home/apt",4,2,0.04,0
"11595",3,0,"Private room",4,33,0.83,0.145205479452055
"11596",3,0,"Entire home/apt",2,7,0.15,0
"11597",2,0,"Entire home/apt",2,1,0.02,0
"11598",2,0,"Entire home/apt",3,120,2.54,0.465753424657534
"11599",3,0,"Private room",15,0,0,0
"11600",2,0,"Entire home/apt",3,9,0.2,0
"11601",2,0,"Private room",1,11,0.24,0.712328767123288
"11602",3,0,"Entire home/apt",2,13,0.28,0
"11603",2,0,"Entire home/apt",4,99,2.12,0.915068493150685
"11604",4,0,"Private room",4,19,0.41,0.783561643835616
"11605",2,0,"Private room",7,2,0.04,0
"11606",3,0,"Entire home/apt",2,53,1.19,0
"11607",2,0,"Private room",3,8,0.17,0
"11608",2,0,"Private room",30,1,0.03,0.556164383561644
"11609",4,0,"Private room",1,179,3.79,0.958904109589041
"11610",2,0,"Private room",30,0,0,0.950684931506849
"11611",2,0,"Private room",30,0,0,0.704109589041096
"11612",2,0,"Private room",30,4,0.13,0.394520547945205
"11613",3,0,"Entire home/apt",4,36,0.77,0
"11614",2,0,"Private room",30,2,0.06,0.627397260273973
"11615",2,0,"Private room",30,3,0.07,0.797260273972603
"11616",2,0,"Private room",2,4,0.11,0.608219178082192
"11617",2,0,"Entire home/apt",3,0,0,0
"11618",3,0,"Private room",1,0,0,0
"11619",2,0,"Private room",2,158,3.47,0.558904109589041
"11620",3,0,"Entire home/apt",2,48,1.02,0.901369863013699
"11621",2,0,"Private room",7,3,0.06,0
"11622",1,0,"Private room",2,5,0.12,0.876712328767123
"11623",1,0,"Shared room",1,1,0.37,0.871232876712329
"11624",3,0,"Entire home/apt",30,0,0,0
"11625",3,0,"Private room",1,1,0.02,0
"11626",2,0,"Entire home/apt",3,10,1.53,0.33972602739726
"11627",3,0,"Entire home/apt",1,0,0,0
"11628",2,0,"Entire home/apt",1,3,0.06,0
"11629",3,0,"Entire home/apt",30,12,0.28,0.531506849315069
"11630",2,0,"Entire home/apt",14,10,0.24,0.682191780821918
"11631",2,0,"Entire home/apt",5,148,3.24,0.408219178082192
"11632",2,0,"Private room",2,17,0.37,0.901369863013699
"11633",2,0,"Private room",1,0,0,0
"11634",3,0,"Entire home/apt",4,0,0,0
"11635",3,0,"Entire home/apt",4,11,0.25,0
"11636",3,0,"Entire home/apt",3,42,0.89,0.6
"11637",3,0,"Entire home/apt",2,6,0.13,0.367123287671233
"11638",4,0,"Entire home/apt",2,1,0.02,0
"11639",3,0,"Entire home/apt",1,0,0,0
"11640",3,0,"Entire home/apt",30,16,0.35,0.994520547945206
